UTC,Lat,Lon,Alt,Vx,Vy,Vz
15:16:10,32.10429382528038,34.94638188193045,7540.094369478524,-887.6063820360712,-960.2861654498644,-1472.5914031597085
15:16:11,32.104321324288016,34.94636452025932,-3205.844079378061,-161.01008738332618,534.1729206031525,1025.8630292855278
15:16:12,32.104751106674804,34.94580483800083,-3221.697050587274,-160.76038718490057,533.715611770927,1026.195547639313
15:16:13,32.103445710903344,34.9481875514865,-3210.3609384931624,-160.36038175114396,534.295584069464,1026.271753481682
15:16:14,32.10346825404066,34.94819505672569,-3181.48544195015,-160.75246559153825,533.5297319975854,1025.722169346988
15:16:15,32.10310595474568,34.94876184948608,4567.794128779322,-453.35454799053474,-1106.247652564938,-2044.3158080899702
15:16:16,32.103103227289765,34.948790799861996,-3207.7210667142645,-160.4086245550882,535.289959774173,1027.1892023803075
15:16:17,32.12289047693254,34.94798408776552,-3509.712196256034,594.2830754153705,468.29983187285296,1579.9857495419546
15:16:18,32.103187299134774,34.94879785348419,-3171.626579241827,-160.0536818943366,534.7099929321784,1026.116365172088
15:16:19,32.103198528153506,34.948810958234915,4576.685594316572,-452.1396590235432,-1103.7501712343176,-2038.541489777624
15:16:20,32.123351133223075,34.94749507176421,-3200.2130422079936,-159.50652149237607,536.1746270473911,1027.1070874801565
15:16:21,32.143127949979394,34.94669800860134,-3214.0912365661934,-159.85297136316314,536.1408616457647,1026.489192727906
15:16:22,32.14212120939054,34.94686953915053,4557.210364689119,-452.0166334210102,-1101.2823897270741,-2034.283797183704
15:16:23,32.14209338064636,34.946850352392474,4551.936675449833,-451.70320613155997,-1101.161936717338,-2032.485755715872
15:16:24,32.14212432089147,34.946848784447035,4121.285790460184,-958.361872704175,-1377.9351192151616,-2955.2971874051586
15:16:25,32.12348951017643,34.95098261751242,-3188.3974821735173,-159.05455792917527,536.3504835514748,1028.026724253908
15:16:26,32.10488096909801,34.95511224360837,-3216.7334257634357,-159.46742483568391,535.9222014770374,1027.8409414879436
15:16:27,32.08763514054336,34.96272326914227,-6405.553154750727,-1160.9468824057767,296.9369126599541,1205.9526332432686
15:16:28,32.08909918729759,34.96973454886829,-6414.897970429622,-1161.2519249002507,296.70978364693195,1205.5908575293831
15:16:29,32.09060500083719,34.976671775050946,-9578.541591299698,-2092.6515162746755,250.47306324249305,879.5082569931161
15:16:30,32.09063552757797,34.9766433420816,-9521.264318162575,-2090.3219695711255,250.80699565347518,879.6102330563378
15:16:31,32.08950000129198,34.97325136633375,-9564.488609667867,-2088.521454852458,250.60772953370088,880.3514476909335
15:16:32,32.10780026765705,34.96551561781434,-6413.732985317707,-1159.8810295000246,297.36088675229337,1204.4870554493766
15:16:33,32.12617389590201,34.95773437414846,-3191.8269682712853,-157.2722466710472,537.9753287747246,1028.8817943935435
15:16:34,32.12467621487436,34.9507368956012,4648.302090568468,-450.8088450704599,-1095.8853212240742,-2019.351814195244
15:16:35,32.1246953775624,34.95073314102963,4599.5553372409195,-450.23141081043667,-1093.4157810291815,-2016.4113959790213
15:16:36,32.12617218272477,34.957695960175855,-3182.170478099957,-157.40259881095454,538.954037899402,1029.0245847495235
15:16:37,32.10753961918732,34.96174266284523,-6414.808839792386,-1160.0722189566493,297.0315833634663,1205.0824524467264
15:16:38,32.093941612177524,34.96287868739781,-9503.310667321086,-2074.901313253142,252.94880513323994,885.5895471423694
15:16:39,32.10123402367145,34.9666633509089,-6407.057424796745,-1160.0654826890989,297.56308886185553,1205.278435928766
15:16:40,32.100116402279454,34.96317878176244,-11741.598685448058,-38.116734873388786,2035.8107398657032,1036.5086728255496
15:16:41,32.09866726472775,34.956200317565575,-15747.922874226235,-67.54391168497163,2031.372976605611,1027.3704955632206
15:16:42,32.11735671577573,34.952116042444246,-3174.8773764148355,-156.41846860044907,539.4647908090594,1029.5682914106008
15:16:43,32.13100666658603,34.95096114337065,-3181.3073425916955,-155.78389727682747,540.395580421071,1029.7660189937767
15:16:44,32.124891407867466,34.95051465509909,4650.709673139267,-448.82089089144245,-1089.3757616646762,-2005.9438702219666
15:16:45,32.12604149263235,34.953946830657266,4633.5645369635895,-448.85378344524656,-1088.3319169426222,-2003.7978190992173
15:16:46,32.127202122534285,34.95727419501132,-6394.981312792748,-1160.501412910112,299.58103856676706,1205.8353994140414
15:16:47,32.10850950249383,34.96135616675468,-6425.789790182374,-1159.3360108973066,299.3690172266428,1206.1916128800751
15:16:48,32.090203272546844,34.96895821059146,-6392.112870479003,-1158.6933631142824,299.19549015623994,1206.3382341138465
15:16:49,32.090572651744004,34.97245943759778,-6352.493508893065,-1159.4800390582773,297.5728729498072,1208.6269554788666
15:16:50,32.09074663767772,34.97421817878944,-9470.78755091969,-2054.5398114468444,254.2998756635748,892.5327078301149
15:16:51,32.091046066210744,34.977155541543354,-9474.966388169676,-2049.77203249511,255.66860206455945,893.7962499425729
